candidate_id	group	A_local	B_global	warhead_rmsd_A	warhead_pass_0p2A	ligand_heavy_rmsd_A	before_clashes	after_clashes	delta_clashes	before_strain	after_strain	delta_strain	before_shape_tanimoto_similarity_B	after_shape_tanimoto_similarity_B	delta_shape_tanimoto_similarity_B	before_shape_tanimoto_distance_B	after_shape_tanimoto_distance_B	before_shape_protrude_distance_B	after_shape_protrude_distance_B	delta_shape_protrude_distance_B	before_interaction_count	after_interaction_count	retained_interaction_count	lost_interaction_count	gained_interaction_count	interaction_jaccard	before_strain_error	after_strain_error	before_interaction_error	after_interaction_error	prepared_complex	minimized_complex	reference_B
x0874_x1093_seed1101_lambda50_sample9	negative_control	x0874	x1093	0.36341022774293097	False	0.933285281158069	60	8	-52	5435.753006325147	119.32654134659637	-5316.426464978551	0.3415654520917679	0.4210162938414802	0.07945084174971229	0.6584345479082321	0.5789837061585198	0.441280353200883	0.32349678278233857	-0.11778357041854443	14	16	12	2	4	0.6666666666666666					/work/artifacts/validation/restrained_minimization/exp06_openmm_gaff/array/x0874_x1093_seed1101_lambda50_sample9/minimization/complex_prepared.pdb	/work/artifacts/validation/restrained_minimization/exp06_openmm_gaff/array/x0874_x1093_seed1101_lambda50_sample9/minimization/complex_minimized.pdb	/work/data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf
