candidate_id	group	A_local	B_global	warhead_rmsd_A	warhead_pass_0p2A	ligand_heavy_rmsd_A	before_clashes	after_clashes	delta_clashes	before_strain	after_strain	delta_strain	before_shape_tanimoto_similarity_B	after_shape_tanimoto_similarity_B	delta_shape_tanimoto_similarity_B	before_shape_tanimoto_distance_B	after_shape_tanimoto_distance_B	before_shape_protrude_distance_B	after_shape_protrude_distance_B	delta_shape_protrude_distance_B	before_interaction_count	after_interaction_count	retained_interaction_count	lost_interaction_count	gained_interaction_count	interaction_jaccard	before_strain_error	after_strain_error	before_interaction_error	after_interaction_error	prepared_complex	minimized_complex	reference_B
x0434_x1093_seed3303_lambda100_sample3	negative_control	x0434	x1093	0.16368005413435235	True	1.7399084581235682	39	0	-39	2315.6910848441103	7.668713094908867	-2308.0223717492013	0.34926529953172936	0.4095860566448801	0.06032075711315077	0.6507347004682706	0.5904139433551199	0.4346576058546785	0.41782791417827914	-0.01682969167639936	17	15	12	5	3	0.6					/work/artifacts/validation/restrained_minimization/exp06_openmm_gaff/array/x0434_x1093_seed3303_lambda100_sample3/minimization/complex_prepared.pdb	/work/artifacts/validation/restrained_minimization/exp06_openmm_gaff/array/x0434_x1093_seed3303_lambda100_sample3/minimization/complex_minimized.pdb	/work/data/mpro/prepared/silvr_xchem_hits/x1093__5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20/5RF7_Mpro-x1093_AAR-POS-d2a4d1df-20_ligand.sdf
