candidate_id	group	A_local	B_global	warhead_rmsd_A	warhead_pass_0p2A	ligand_heavy_rmsd_A	before_clashes	after_clashes	delta_clashes	before_strain	after_strain	delta_strain	before_shape_tanimoto_similarity_B	after_shape_tanimoto_similarity_B	delta_shape_tanimoto_similarity_B	before_shape_tanimoto_distance_B	after_shape_tanimoto_distance_B	before_shape_protrude_distance_B	after_shape_protrude_distance_B	delta_shape_protrude_distance_B	before_interaction_count	after_interaction_count	retained_interaction_count	lost_interaction_count	gained_interaction_count	interaction_jaccard	before_strain_error	after_strain_error	before_interaction_error	after_interaction_error	prepared_complex	minimized_complex	reference_B
x0434_x2193_seed3303_lambda20_sample7	pilot_recoverable	x0434	x2193	0.09792446327387445	True	0.7932824258185864	2	0	-2	75.57291714335966	0.21212440251359332	-75.36079274084607	0.3008239126269401	0.23205524259494825	-0.06876867003199183	0.6991760873730599	0.7679447574050517	0.43403028118240805	0.534111638088289	0.10008135690588094	8	8	8	0	0	1.0					/work/artifacts/validation/restrained_minimization/exp06_openmm_gaff/pilot/x0434_x2193_seed3303_lambda20_sample7/complex_prepared.pdb	/work/artifacts/validation/restrained_minimization/exp06_openmm_gaff/pilot/x0434_x2193_seed3303_lambda20_sample7/complex_minimized.pdb	/work/data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf
